id,Machine_failure_pred,Probability
136429,0,0.0021378501706830555
136430,0,0.0010490850310341786
136431,0,0.002674454137333143
136432,0,0.0030174317850040653
136433,0,0.003708864115842441
136434,0,0.002766552572364771
136435,0,0.003947831368618802
136436,0,0.0048915175612099905
136437,0,0.0009491327710190378
136438,0,0.001124608968839208
136439,0,0.0024047162812257245
136440,0,0.002189786356649301
136441,0,0.001173979818042793
136442,0,0.0017737757800808842
136443,0,0.0021039094951124195
136444,0,0.005510127545631832
136445,0,0.0009986727797035972
136446,1,0.9927861370970164
136447,0,0.0023895636070923026
136448,0,0.0017361336171723902
136449,0,0.005625400171256791
136450,0,0.004101486306942383
136451,0,0.021184731105505467
136452,0,0.022378864924485167
136453,0,0.003905313120609513
136454,0,0.0014331827055363404
136455,0,0.0016824533005348862
136456,0,0.0072196142095574
136457,0,0.0066118649090804015
136458,0,0.00481517922676816
136459,0,0.003699216577652239
136460,0,0.0028042203863325307
136461,0,0.001191419636762344
136462,0,0.018961105617779306
136463,0,0.0017838948085758162
136464,0,0.003099413195950307
136465,0,0.0014778544173241542
136466,0,0.0019671977425892244
136467,0,0.0012253565154766296
136468,0,0.0028075917788128765
136469,0,0.0013094813843998554
136470,0,0.0027038467305217327
136471,0,0.009396844249775672
136472,0,0.007370802144988126
136473,0,0.002298786783571159
136474,0,0.0022023335136893115
136475,0,0.0031429992701069867
136476,0,0.0056954754648719415
136477,0,0.0023590448910207895
136478,0,0.0021463196097552665
136479,0,0.0012281211171601529
136480,0,0.0064180361272168016
136481,0,0.0023730721475300454
136482,0,0.03371771865997481
136483,0,0.003090909288184839
136484,0,0.0010170552484007058
136485,0,0.0013745074847084126
136486,0,0.0023333229717914044
136487,0,0.0014282969216737763
136488,0,0.004321118414544729
136489,0,0.001083096727980849
136490,0,0.024196018454834108
136491,0,0.0036258435436692603
136492,0,0.0031032517703247758
136493,0,0.0032704662416671074
136494,0,0.0010629841530950261
136495,0,0.0027396682827208027
136496,0,0.00460164992631178
136497,0,0.0021505989247488652
136498,0,0.009860241693605757
136499,0,0.0013843831453418508
136500,0,0.0006758191153358455
136501,0,0.0014719772042039961
136502,0,0.0052633497312780005
136503,0,0.0028888986949632493
136504,0,0.0011605462489443633
136505,0,0.0010504655429730584
136506,0,0.0026597637144515065
136507,0,0.0006986958875646867
136508,0,0.0010459481600020133
136509,0,0.0038494130632044043
136510,0,0.0015873926214926503
136511,0,0.010643716095940921
136512,0,0.0008263669665767887
136513,0,0.00618729715852657
136514,0,0.0020081892414740474
136515,0,0.0022995056203968583
136516,0,0.0034884494987024593
136517,0,0.0016254336778527266
136518,0,0.0015329747591398383
136519,0,0.002830943176807461
136520,0,0.001896954704922314
136521,0,0.00175880164282001
136522,0,0.003145923613729168
136523,0,0.0011567479858776437
136524,0,0.0012673058494994261
136525,0,0.004616921162927659
136526,0,0.005990461528998426
136527,0,0.007642900859196522
136528,0,0.0009533036176492819
136529,0,0.0061626059879101094
136530,0,0.002938231503898193
136531,0,0.003522408148011137
136532,0,0.0036977049014290187
136533,0,0.0029297334189197386
136534,0,0.0004879875924972955
136535,0,0.0026023370116170707
136536,0,0.0021985364089373836
136537,0,0.0008890384675795391
136538,0,0.005507159529637652
136539,0,0.0012095468371241113
136540,0,0.0020046497221494425
136541,0,0.0007612427491794151
136542,0,0.004218827151037778
136543,0,0.007470367998918454
136544,0,0.0021479651821518834
136545,0,0.00400859909791166
136546,0,0.0007236661939865005
136547,0,0.0031373856624009933
136548,0,0.0022879234405225094
136549,0,0.0020118551430739874
136550,0,0.006681542414646491
136551,0,0.0012822849600550254
136552,0,0.0015274474083087498
136553,0,0.0013543803355474471
136554,0,0.0030068206471046913
136555,0,0.014459491809854315
136556,0,0.00640709079101543
136557,0,0.00414691015804433
136558,0,0.003995065341111803
136559,0,0.002787022568944049
136560,0,0.004853134676625549
136561,0,0.007433847997041908
136562,0,0.0019224967546115977
136563,0,0.0027653878350083617
136564,0,0.0015268422602936502
136565,0,0.017602745035512183
136566,0,0.0011855013747838772
136567,0,0.005057845872641652
136568,0,0.00366203768611523
136569,0,0.004166582493270174
136570,0,0.0008719250910905252
136571,0,0.006036633203745313
136572,0,0.003789211892834638
136573,0,0.0015499296945408665
136574,0,0.005694103174964953
136575,0,0.001518398013005444
136576,0,0.005236728480820796
136577,0,0.00503875983357154
136578,0,0.0013989611168401122
136579,0,0.006498964395995706
136580,0,0.0013687009690354288
136581,0,0.0011664090745510853
136582,0,0.0011438153309515208
136583,0,0.0012471351646464073
136584,0,0.0019820255542813115
136585,0,0.0041512050526732415
136586,0,0.05755137858562888
136587,0,0.0009306258027937769
136588,0,0.005831044799745992
136589,0,0.00265939063090119
136590,0,0.001530773378028027
136591,0,0.003487239330313516
136592,0,0.009172809425678937
136593,0,0.0054647282010515325
136594,0,0.0005462407957903652
136595,0,0.0015965486329671808
136596,0,0.0012353321379253795
136597,0,0.0015287425240603605
136598,0,0.005295970017024855
136599,0,0.002439579079889782
136600,0,0.0018868445261235839
136601,0,0.004640517510770794
136602,0,0.006782495111010963
136603,0,0.0028132669315702563
136604,0,0.0011431808468193069
136605,0,0.006327521967259939
136606,0,0.002374497479130646
136607,0,0.0035295484194459055
136608,0,0.00273987340814104
136609,0,0.004931346226155041
136610,0,0.005035690995702993
136611,0,0.0010743718580089755
136612,0,0.0019494422430795268
136613,0,0.0029055235975442364
136614,0,0.0009367831981169964
136615,0,0.0007251296809399453
136616,0,0.0014482877483403345
136617,0,0.009790656758230326
136618,0,0.0018034095048859104
136619,0,0.0017607844397096713
136620,0,0.001653348593524814
136621,0,0.0026230838382179903
136622,0,0.0016704741676562662
136623,0,0.001030040553837096
136624,0,0.0014967519531256979
136625,0,0.003768942564000306
136626,0,0.00034669562866674545
136627,0,0.003653889807138221
136628,0,0.002971140866327358
136629,0,0.00042883779781443165
136630,0,0.0011376590453070247
136631,0,0.0064341853195155245
136632,0,0.003892012759032927
136633,0,0.0016296602615609866
136634,0,0.001594986859125714
136635,0,0.012733129321405074
136636,0,0.013460618202479105
136637,0,0.0033487950908608595
136638,1,0.9957663439855171
136639,0,0.005154201138085013
136640,0,0.01225884861453101
136641,0,0.0020245461118698718
136642,0,0.0020745877056479564
136643,0,0.03974099337628757
136644,0,0.0010090871798137592
136645,0,0.0010106691627058577
136646,0,0.0007739034642844326
136647,0,0.011308415191499919
136648,0,0.018386331703350068
136649,0,0.0021115983193818614
136650,0,0.00505722741887458
136651,0,0.0010192539738700392
136652,1,0.9893085427816619
136653,0,0.0016119466655610684
136654,0,0.0017771788390616048
136655,0,0.005319505995789107
136656,0,0.004478422761212871
136657,0,0.0040343518426515495
136658,0,0.0017428483483233025
136659,0,0.002220031780016378
136660,0,0.0017456997234145649
136661,0,0.0043124739663287425
